id;millesime;num_site;name;name_impression;description;animations;condition_acces;unesco;monument_historique;musee_national;parcours;adresse;logo;tarifs;www;accessibilite;info_mail;info_tel;resa_mail;resa_tel;meta_datcreat;meta_datmaj;meta_datsupp;meta_insee;meta_siren;meta_source;meta_licence;meta_observations;meta_genealogie;meta_mairie_quartier;geocod_methode;geocod_fiability;geocod_real_address;meta_actif;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
1314;2021;4;Visite du Cloître des Célestins;Visite du Cloître des Célestins;Découverte du cloître des Célestins, haut lieu de la ville d’Avignon et symbole des relations tumultueuses entre la Papauté d’Avignon et le Royaume de France.;Visite guidée;Samedi de 10h à 12h et de 14h à 16h par groupe de 20 personnes. Réservation au 04 90 80 80 07 ou par mail à culture@mairie-avignon.com Rendez-vous place des Corps Saints.;;;;Les inédits 2021;place des Corps Saints;;gratuit;;;;;culture@mairie-avignon.com;04 90 80 80 07;20210903093720.509053;20210903093720.509053;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;845115.371478024;6317732.922163146;4.807649812791179;43.94364962881959;43.94364962881959;4.807649812791179
1324;2021;14;Musée du Petit Palais;Musée du Petit Palais;Ouvert depuis 1976, le musée du Petit Palais propose au public des collections provenant de deux origines distinctes : la collection de peintures italiennes rassemblées par le marquis Campana dans la première moitié du XIXe siècle et constituant un dépôt exceptionnel du musée du Louvre et un ensemble de peintures et sculptures provençales du Moyen Âge déposées par la Fondation Calvet. Installé dans l’ancien palais des archevêques, dont la construction commence au début du XIVe siècle lors de l’installation de la papauté à Avignon, le musée du Petit Palais jouit d’un emplacement prestigieux sur la place du Palais des Papes, au cœur du site inscrit sur la liste du patrimoine mondial de l’Unesco. Grâce à cette situation exceptionnelle et à la qualité de ses collections, le musée du Petit Palais peut s’enorgueillir d’être l’un des grands musées européens du Moyen Âge.;Visite Libre de l'exposition "L'atelier du peintre en Italie" XIIIe-XVIe siècle: Une exposition-parcours d’un genre inédit pour valoriser l’ensemble de la collection de peintures italiennes déposée par le Louvre en 1976. Une invitation à découvrir comment ces peintures ont été conçues et réalisées, par qui, pour qui, avec quels moyens et outils.                                                                                                                                                                                                                                     Visite-éclair: Tout au long du week-end, l'équipe de la conservation et la médiatrice culturelle vous proposent de court rendez-vous pour découvrir une oeuvre, un groupe d'oeuvres ou un élèment d'architecture en 20 minutes.;"Gratuit;

Samedi et Dimanche de 10h à 13h et de 14h à 18h.";t;t;t;Hôtel de ville et établissements municipaux;Palais des Archevêques - Place du Palais des Papes - 84000 Avignon;;Gratuit;www.petit-palais.org;;musee.petitpalais@mairie-avignon.com;04.90.86.44.58;;;20210903093720.535294;20210903093720.535294;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;845011.5202745146;6318725.264562948;4.80663939999999;43.95259940002227;43.95259940002227;4.80663939999999
1330;2021;20;Pont Saint-Bénezet;Pont Saint-Bénezet;"Célèbre pont de la chanson construit à partir de 1177 et remanié
fréquemment du XIV e s. au XVII e s. Chapelle Saint-Bénezet surmontée de
la chapelle Saint-Nicolas qui abrite Notre-Dame des Nautoniers.
";"Visite libre du pont- sans audioguide.
Horaires : Samedi et dimanche de 10 h à 17 h (fermeture des grilles à
16h soit 1 h avant)
";" Gratuit ; Samedi et dimanche de 10h à 17h ; fermeture des grille à 16h";t;t;;Hôtel de ville et établissements municipaux;Rue Ferruce - 84000 Avignon;;Gratuit;www.avignon-tourisme.com;;;;;;20210903093720.545689;20210903093720.545689;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;844908.7669914523;6318779.733861914;4.8053751978480035;43.95311062578022;43.95311062578022;4.8053751978480035
1342;2021;32;Festival d’Avignon : La FabricA;Festival d’Avignon : La FabricA;"A la découverte des coulisses du Festival d’Avignon
Ouverture des portes samedi 18 et dimanche 19 de 14h à 18h. Parcours libre exposition photos de 14h à 18h. Visites guidées, départs à 14h, 15h30 et 17h, durée 1h
A l’occasion des Journées Européennes du Patrimoine, le Festival d’Avignon ouvre les portes de La FabricA, son seul lieu permanent. Lors des visites guidées, découvrez l’histoire du Festival à travers la FabricA avec Clément Demontis, guide-conférencier passionné d’histoire. Les visiteurs pourront découvrir les coulisses de ce lieu qui illustre 75 ans d'histoire, de théâtre et de fête à Avignon.
Ces journées seront également l’occasion de découvrir les photos de coulisses, de répétitions et de spectacles prises par Christophe Raynaud de Lage, photographe officiel du Festival d’Avignon. Autant de clichés immortalisant les instants d’effervescence artistique en lien avec la FabricA depuis sa création. Vous pourrez également découvrir des maquettes de différents lieux du Festival d’Avignon.
";Ouverture des portes samedi 18 et dimanche 19 de 14h à 18h. Parcours libre exposition photos de 14h à 18h. Visites guidées, départs à 14h, 15h30 et 17h, durée 1h;Informations – réservations : festival-avignon.com;;;;Autre musées et sites partenaires;11 rue Paul Achard;;;;;;;;;20210903093720.577342;20210903093720.577342;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Ouest;manuelle;1.0;;t;84007-journeesPatrimoine2021;844281.6677028295;6316716.134197559;4.7969800719718005;43.934672578123056;43.934672578123056;4.7969800719718005
1311;2021;1-2;Exposition Yan Pei-Ming "Tigres et vautours";Exposition Yan Pei-Ming "Tigres et vautours";Pour la Grande Chapelle du Palais des Papes, l’artiste a réalisé trois œuvres monumentales qui éprouvent toute la dramaturgie de l’histoire complexe de la présence des papes en Avignon au Moyen-Âge et résonnent avec le monde tel que nous le vivons aujourd’hui. Sur le mur Ouest est installé un autoportrait en trois personnes. Au centre, l’artiste y est replié et méditatif dans sa soutane blanche sur un fauteuil-trône qui pourrait être celui du pape Innocent X, quand de chaque côté il est figuré en tenue de tous les jours, tel qu’en lui-même, l’air dubitatif, ou farouche, ou mauvais – on ne sait trop. Installée au-dessus de l’hôtel, une crucifixion incorpore son portrait à la figure du Christ souffrant, dont le regard tombant entraine finalement le spectateur vers bas sur le mur sud de la grande chapelle et l’immense paysage de l’Exode peuplée de chauves-souris qui rappellent de manière saisissante ces bestiaires du Moyen-Âge en même temps qu’elle convoque avec fracas l’histoire des grandes migrations.;"Visite libre de l'exposition : 10h à 17h (dernière entrée à 16h).
Collection Lambert tarif unique 2 euros.";Grande Chapelle du Palais des Papes du 1er juin  - 30 janvier 2022 et à la Collection Lambert du 25 juin - 26 septembre 2021;;;;Les inédits 2021;Place du Palais des Papes et 5 rue Violette;;Gratuit Palais des Papes / 2 euros Collection Lambert;;;www.avignon-tourisme.com;;;;20210903093718.472192;20210903093718.472192;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;844869.8628603746;6317865.42816047;4.8046303824530385;43.944892354118814;43.944892354118814;4.8046303824530385
1363;2021;1-1;Exposition Yan Pei-Ming "Tigres et vautours";Exposition Yan Pei-Ming "Tigres et vautours";Pour la Grande Chapelle du Palais des Papes, l’artiste a réalisé trois œuvres monumentales qui éprouvent toute la dramaturgie de l’histoire complexe de la présence des papes en Avignon au Moyen-Âge et résonnent avec le monde tel que nous le vivons aujourd’hui. Sur le mur Ouest est installé un autoportrait en trois personnes. Au centre, l’artiste y est replié et méditatif dans sa soutane blanche sur un fauteuil-trône qui pourrait être celui du pape Innocent X, quand de chaque côté il est figuré en tenue de tous les jours, tel qu’en lui-même, l’air dubitatif, ou farouche, ou mauvais – on ne sait trop. Installée au-dessus de l’hôtel, une crucifixion incorpore son portrait à la figure du Christ souffrant, dont le regard tombant entraine finalement le spectateur vers bas sur le mur sud de la grande chapelle et l’immense paysage de l’Exode peuplée de chauves-souris qui rappellent de manière saisissante ces bestiaires du Moyen-Âge en même temps qu’elle convoque avec fracas l’histoire des grandes migrations.;"Visite libre de l'exposition : 10h à 17h (dernière entrée à 16h).
Collection Lambert tarif unique 2 euros.";Grande Chapelle du Palais des Papes du 1er juin  - 30 janvier 2022 et à la Collection Lambert du 25 juin - 26 septembre 2021;f;f;f;Les inédits 2021;Place du Palais des Papes et 5 rue Violette;;Gratuit Palais des Papes / 2 euros Collection Lambert;;;www.avignon-tourisme.com;;;;20210903093718.472;20210903093718.472;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;845037.9553417853;6318498.711974779;4.806904051963743;43.95055559526837;43.95055559526837;4.806904051963743
1312;2021;2;Expositions Côté Jardin par la Maison Jean Vilar;Expositions Côté Jardin par la Maison Jean Vilar;"L’exposition Côté Jardin propose un parcours d’une trentaine de photographies en grand et très grand format. Le travail éditorial de sélection des photographies pour l’exposition est en cours à partir d’un corpus de plus de 1000 images. Ce fonds photographique inédit a été réuni à partir des archives de la Maison Jean Vilar, de la Bibliothèque nationale de France, des Archives nationales, mais également des archives familiales des photographes emblématiques qui ont accompagné Jean Vilar.
Numérisées, certaines de ces images font aussi l’objet d’un travail de restauration afin de proposer au public du jardin un parcours immersif d’une qualité photographique exceptionnelle. Empruntant au langage théâtral du plateau et clin d’œil au lieu de l’exposition, le« côté jardin » désigne l’angle retenu pour le choix des images, celui des « à côté » de la représentation théâtrale. Nulle photographie de spectacle dans Côté Jardin, mais les images des coulisses, celles des répétitions, des temps de pause et de promenades, des moments de détente et de jeux.
";Visite libre dans le jardin du Rocher des Doms.;Visite libre;;;;Les inédits 2021;Jardin du Rocher des Doms Montée des moulins;;Gratuit;;;;;;;20210903093720.506046;20210903093720.506046;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;845038.8750607818;6318621.967138341;4.806950638398102;43.951664369201254;43.951664369201254;4.806950638398102
1313;2021;3;"Parcours de visite avec Avignon Tourisme

";Parcours de visites avec Avignon Tourisme;"Avignon racontée aux enfants: Comment apprendre à connaître Avignon en s'amusant ? Les enfants à l'aide d'un livret et encadrés par une guide conférencière devront aider Guillaume, écuyer du Pape et Charlotte, une petite fille de notre temps, à retrouver les clés perdues de la Ville. Rébus, devinettes...On compte sur vous pour les aider ! Pensez à apporter un crayon et une gomme. Un livret sera donné à chaque enfant qu'il gardera en souvenir. Samedi 18 et dimanche 19 à 15h00 : Que cache le Rocher des Doms ?
Le Rocher des Doms, les avignonnais le connaissent bien mais, beaucoup ignorent que dans la montée, une petite porte dérobée , discrète que l’on remarque à peine donne accès à un espace imposant ,composé de 4 nefs séparées par des voûtes en pierre de taille, qui offre par sa splendide baie vitrée une vue panoramique sur le Rhône, le pont Saint Bénezet et Villeneuve les Avignon. Ce sont les anciens réservoirs d’eau du Palais des Papes aujourd’hui utilisés pour l’organisation d’évènementiels. 
Nous vous proposons de les découvrir lors de ces journées européennes du Patrimoine avec un guide conférencier.
Durée : 1h15 à 1h30 Départ  place du Palais des Papes- devant l’escalier en bois (départ visites guidées) Nombre de participants : 20 personnes  Parcours : Métropole ND des Doms – Espace Jeanne Laurent (anciens réservoirs) – chemin de ronde – fin Pont d’Avignon 


Le quartier Champfleury: Une balade urbaine, extra muros, pour découvrir un quartier datant du XXième siècle, aujourd'hui en pleine métamorphose et ponctué de point d'intérêts.

Best OF Avignon: Spécial nouveau habitants ! Pour comprendre l'essentiel d'Avignon, ses monuments emblématiques, les grandes lignes de son histoire, sa personnalité, partez en compagnie d'un guide officel de l'Office de Tourisme à la découverte des MUST d'Avignon: la place de l'Horloge, la place du Palais des Papes, le rocher des Doms avec la vue imprenable sur le pont St Benezetet aussi, des endroits moins connus, plein de charme.

La Barthelasse à vélo: Visite culturelle et sportive (avec guide). Nous vous proposons cette découverte en vélo de l'île de la Barthelasse, de son histoire et de celle d'Avignon ! de nombreux thèmes seront abordés dont la faune, la flore, le Rhône, les duels, l'agriculture... A vos vélos !";"Avignon racontée aux enfants (1h45): dimanche 19 , départ Office de Tourisme à 10h30 (20 personnes maximum, dès 7 ans, sur inscription).                                                                               

Le Quartier Champfleury (2h): samedi 18 et dimanche 19 , départ Office de Tourisme à 14h30 (20 personnes maximum, sur inscription).          Samedi 18 et dimanche 19 à 15h00 : Que cache le Rocher des Doms ?Durée : 1h15 à 1h30 Départ  place du Palais des Papes- devant l’escalier en bois (départ visites guidées) Nombre de participants : 20 personnes  Parcours : Métropole ND des Doms – Espace Jeanne Laurent (anciens réservoirs) – chemin de ronde – fin Pont d’Avignon ?                                                                       

Best OF Avignon (1h30): samedi 18 , départ Office de Tourisme à 10h30 (20 personnes maximum, sur inscription).

La Barthelasse à vélo (4h): dimanche 19 , départ de la porte d'entrée du Pont Saint-Bénezet à 14h (12 personnes maximum, sur inscription).
";Gratuit, sur inscription auprès de l'Office de Tourisme - 41 cours Jean Jaurès - https://avignon-tourisme.com/;;;;Les inédits 2021;41 Cours Jean Jaurès;;Gratuit;;;www.avignon-tourisme.com;;;;20210903093720.507397;20210903093720.507397;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;844952.7412996343;6317875.072985737;4.805665178595544;43.94496208137917;43.94496208137917;4.805665178595544
1315;2021;5;Visite de l'église des Ortolans;Visite de l'église des Ortolans;Édifice méconnu des avignonnais, la visite de la chapelle des Ortolans permettra de découvrir ce lieu, chef d’œuvre architectural et artistique des XVIIe et XVIIIe siècles.;Visite guidée;"Dimanche de 10h à 12h et de 14h à 16h par groupe de 10 personnes. Réservation au 04 90 80 80 07 ou par mail à  culture@mairie-avignon.com
Rendez-vous rue des Ortolans";;;;Les inédits 2021;rue des Ortolans;;gratuit;;;;;culture@mairie-avignon.com;04 90 80 80 07;20210903093720.510526;20210903093720.510526;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;844914.1919240163;6318106.820989941;4.805251127775727;43.94705511344336;43.94705511344336;4.805251127775727
1316;2021;6;Hotel de Beaumont;;L’Hôtel de Beaumont, partiellement classé Monument Historique et son jardin  ont été légués à la Ville d’Avignon par Michèle Azémar, dernière propriétaire en 2017. En 2019 la ville reçoit également, grâce à son épouse Françoise, le legs d’Yvon Taillandier, critique d’art et artiste prolixe et joyeux, inventeur du Taillandier-Land et de la « figuration libératrice ». Dans le respect de ces legs, la Ville d’Avignon a imaginé un projet de reconversion  envisageant la création d’une nouvelle place culturelle dans ce lieu remarquable. Historiques. Le projet de réaménagement de l’Hôtel de Beaumont entend ainsi accueillir et mettre en valeur les collections d’Yvon Taillandier et de Madame Azémar, ouvrir le jardin au public, créer des espaces d’expositions temporaires …;Visite guidée;Samedi et dimanche de 13h30 et 17h30 : Visite par groupe de 15 personnes maximum, départ tous les 30 minutes. Sur réservation au 04 32 74 32 74 ou sur www.avignon-tourisme.com à partir du 6 septembre.;;;;Les inédits 2021;9 rue de la croix;;gratuit;;;;;www.avignon-tourisme.com; 04 32 74 32 74;20210903093720.511833;20210903093720.511833;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2021;845307.5328447721;6318413.57162615;4.810236999999998;43.94973400002226;43.94973400002226;4.810236999999998
