id;libelle;txt;lib_ref_merimee;lib_num_mh;lib_datation;lib_prescription_particuliere;lib_adresse;lib_url_merimee;lib_protection;lib_patrimoine_mondial;lib_autre_nom;lib_url_photo;lib_ref_cadastrale;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_genealogie;meta_resolution;meta_observations;etiq_x;etiq_y;meta_actif;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
"1";"Ancienne abbaye Saint-Ruf";"Ancienne abbaye Saint-Ruf";"";"";"";"Restes de l'abbaye";"";"";"Classé par arrêté du 01/01/1887";"";"";"";"Cad. HO 331.";"84007";"218400075";"20100113000000";"20100113000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""01/01/1887"",id_dde84=""AC1__-1887____-001"",saisie_sup=""20100113"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"845562.9718103238";"6316536.789544674";"4.812881431311278";"43.932795418966805";"43.932795418966805";"4.812881431311278"
"2";"Ancien couvent de Notre-Dame de Montfavet";"Ancien couvent de Notre-Dame de Montfavet";"";"";"";"Eglise et tours  annexées";"";"";"Classé par arrêté du 20/07/1908";"";"";"";"Cad. BE 59.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""20/07/1908"",id_dde84=""AC1__-19080720-001"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"850214.5173362074";"6316975.215130238";"4.8709210713457125";"43.935763591158356";"43.935763591158356";"4.8709210713457125"
"3";"Maison, 13bis, place Saint-Joseph";"Maison, 13bis, place Saint-Joseph";"";"";"";"Plaque de faïence datée de 1757, ayant servi d'enseigne à la fabrique de Carbonel, encastrée dans la façade";"";"";"Inscrit par arrêté du 02/12/1932";"";"";"";"Cad.";"84007";"218400075";"20100507000000";"20100507000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""02/12/1932"",id_dde84=""AC1__-19321202-001"",saisie_sup=""20100507"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"844383.8920090937";"6316749.075347509";"4.798262143368115";"43.93494801550466";"43.93494801550466";"4.798262143368115"
"4";"Chapelle de la Chartreuse de Bonpas";"Chapelle de la Chartreuse de Bonpas";"";"";"";"";"";"";"Inscrit par arrêté du 02/12/1950";"";"";"";"Cad.";"84007";"218400075";"20090724000000";"20090724000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""02/12/1950"",id_dde84=""AC1__-19501202-002"",saisie_sup=""20090724"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"854757.6513097729";"6311874.469081748";"4.925934439626041";"43.88889007899692";"43.88889007899692";"4.925934439626041"
"5";"Ancienne fontaine couverte";"Ancienne fontaine couverte";"";"";"";"";"";"";"Inscrit par arrêté du 18/09/1952";"";"";"";"Domaine public non cadrastré";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""18/09/1952"",id_dde84=""AC1__-19520918-001"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"847059.0372324691";"6317378.710085811";"4.8317503906017345";"43.94005963185409";"43.94005963185409";"4.8317503906017345"
"6";"Lycée agricole de Cantarel";"Lycée agricole de Cantarel";"";"";"";"";"";"";"Inscrit par arrêté du 16/11/1989";"";"";"";"Cad. BP 84.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""16/11/1989"",id_dde84=""AC1__-19891116-003"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"851292.6065975619";"6314087.589576837";"4.883485874629152";"43.90955310882556";"43.90955310882556";"4.883485874629152"
"12";"Domaine de la Durette";"Domaine de la Durette";"";"";"";"Façades et toitures  et anciens communs : chapelle en totalité, parc paysager, cour des anciens communs, murs de clôture et leurs portails";"";"";"Inscrit par arrêté du 02/08/1996";"";"";"";"Cad. BZ 148 et 150.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""02/08/1996"",id_dde84=""AC1__-19960802-001"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"849762.0428695066";"6314919.520950304";"4.864683089876758";"43.91736481243186";"43.91736481243186";"4.864683089876758"
"13";"Domaine de la Grande Castelette";"Domaine de la Grande Castelette";"";"";"";"Façades et toitures et anciens bâtis";"";"";"Inscrit par arrêté du 02/08/1996";"";"";"";"Cad. CD 42,163,198 et 201.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""02/08/1996"",id_dde84=""AC1__-19960802-002"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"850607.2655889231";"6314951.362966804";"4.875212403075311";"43.91747117575476";"43.91747117575476";"4.875212403075311"
"14";"Domaine de Bouchony";"Domaine de Bouchony";"";"";"";"L'ensemble bâti constituant le domaine, ainsi que les anciens jardins, les alignements de haies subsistants, le réseau hydraulique et le sol des cours";"";"";"Inscrit par arrêté du 13/01/1997";"";"";"";"Cad. AS 63,64 et 65.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""13/01/1997"",id_dde84=""AC1__-19970113-003"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"847672.7917269715";"6320585.276192484";"4.840323184480191";"43.96878144714583";"43.96878144714583";"4.840323184480191"
"7";"Ancien couvent Sainte-Praxède";"Ancien couvent Sainte-Praxède";"";"";"";"Tour d'Espagne";"";"";"Inscrit par arrêté du 23/04/1953";"";"";"";"Cad. BE 247.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""23/04/1953"",id_dde84=""AC1__-19530423-001"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"849870.4533222303";"6317371.523865329";"4.866754024944914";"43.93940248281779";"43.93940248281779";"4.866754024944914"
"8";"Ancien couvent de Saint-Véran";"Ancien couvent de Saint-Véran";"";"";"";"Chapelle";"";"";"Classé par arrêté du 24/06/1977";"";"";"";"Cad. DP 293.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""24/06/1977"",id_dde84=""AC1__-19770624-001"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"846897.6801367863";"6318646.009718167";"4.830107055247583";"43.95149545610576";"43.95149545610576";"4.830107055247583"
"9";"Rotonde SNCF";"Rotonde SNCF";"";"";"";"";"";"";"Inscrit par arrêté du 28/12/1984";"";"";"";"Domaine public non cadastré";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""28/12/1984"",id_dde84=""AC1__-19841228-010"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"846388.9548103154";"6317225.326349115";"4.823362785653004";"43.93881917103391";"43.93881917103391";"4.823362785653004"
"10";"Domaine de la Queyrelle";"Domaine de la Queyrelle";"";"";"";"Façades et toitures de la maison de maître, vestibule d'entrée, salon, salle à manger, escalier et rampe en fer forgé";"";"";"Inscrit par arrêté du 27/06/1996";"";"";"";"Cad. BZ 70,71 et 75.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""27/06/1996"",id_dde84=""AC1__-19960627-001"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"849172.6589393325";"6315262.064998427";"4.8574477066854405";"43.92057167720208";"43.92057167720208";"4.8574477066854405"
"11";"Doamine de Montcaillou";"Doamine de Montcaillou";"";"";"";"Façades et toitures et maison ménagère";"";"";"Inscrit par arrêté du 27/06/1996";"";"";"";"Cad. AZ 183,184 et 185.";"84007";"218400075";"20100413000000";"20100413000000";"";"DDT84";"Servitutes AC1 fournies par la DDT84 à la Ville d'Avignon pour sa gestion du PLU numérisé.";"1/2000";"num_acte=""27/06/1996"",id_dde84=""AC1__-19960627-002"",saisie_sup=""20100413"",nom_min=""CULTURE"",docoriginal_ref=""Site Internet : www.culture.gouv.fr"",nom_gest_1=""SDAP""";"";"";"t";"851705.5257455942";"6316287.014022898";"4.889279475114517";"43.92925238031704";"43.92925238031704";"4.889279475114517"
"15";"Synagogue";"Synagogue";"PA00081947";"123";"";"Synagogue (cad. DK 736) : classement par arrêté du 21 août 1990";"Place de Jérusalem";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081947";"Classé";"";"Synagogue";"";"1998 DK 736";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845212.6414466784";"6318261.086346446";"4.809011746387778";"43.94838161697778";"43.94838161697778";"4.809011746387778"
"16";"Hôtel de Luynes";"Hôtel de Luynes";"PA00081861";"60";"";"Façades sur rue ainsi que celles sur cour et sur jardin avec leurs escaliers : inscription par arrêté du 4 octobre 1932";"14 rue des Trois-Faucons";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081861";"Inscrit";"";"Hôtel de Luynes";"";"1998 DL 166";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845091.8180613428";"6317977.082808031";"4.807426123871261";"43.945851257925646";"43.945851257925646";"4.807426123871261"
"17";"Hôtel Fonduty de Malijac";"Hôtel Fonduty de Malijac";"PA00081877";"";"";"Façades et toitures sur rues et sur cour ainsi que l'escalier intérieur avec sa rampe en fer forgé (cad. DI 389) : inscription par arrêté du 10 février 1983";"19 rue Petite-Fusterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081877";"Inscrit";"";"Hôtel Tonduty de Malijac";"";"1998 DI 389";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844817.6094194464";"6318418.047319513";"4.804136949518284";"43.94987517074592";"43.94987517074592";"4.804136949518284"
"18";"Collégiale Saint-Didier";"Collégiale Saint-Didier";"PA00081832";"4";"";"Eglise Saint-Didier y compris les peintures murales (cad. DL 120) : classement par arrêté du 27 juin 1983";"3 place Saint-Didier";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081832";"Classé";"";"Eglise paroissiale Saint-Didier";"";"1998 DL 120";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845047.2610719204";"6318091.464415403";"4.806903865502706";"43.94688955684654";"43.94688955684654";"4.806903865502706"
"19";"Eglise Saint-Martial";"Eglise Saint-Martial";"PA00081833";"";"";"Eglise Saint-Martial : classement par arrêté du 29 avril 1911";"4 rue Henri-Fabre";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081833";"Classé";"";"Collège Saint-Martial (ancien)";"";"1998 DL 866";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844990.6810714523";"6317869.561865776";"4.806136056598909";"43.94490468810208";"43.94490468810208";"4.806136056598909"
"20";"Hôtel de ville";"Hôtel de ville";"PA00081880";"";"";"-Façades et toitures, escalier d'honneur et salle des Fêtes : inscription par arrêté du 29 octobre 1975-Tour (beffroi de l'ancien Hôtel de Ville enclavé dans le nouveau) : classement par liste de 1862";"Place de l'Horloge";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081880";"Classé";"";"Hôtel de Ville";"";"1998 DI 348";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844919.9888912577";"6318356.860833082";"4.80539452282633";"43.94930360069729";"43.94930360069729";"4.80539452282633"
"21";"Hôtel de Galéans des Issarts";"Hôtel de Galéans des Issarts";"PA00081856";"";"";"-Ancien hôtel y compris le sol de la cour d'honneur (cad. DK 298, 997 à 999) : classement par arrêté du 27 août 1986-Ancienne orangerie ainsi que le sol de son jardin sis 21 rue Bertrand et 19 rue de la Forêt (cad. DK 244) : classement par arrêté du 27 août 1986";"38 rue de la Banasterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081856";"Classé";"";"Hôtel de Galéans des Issarts";"";"1998 DK 997, 998, 999, 298, 244";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845266.3601743823";"6318603.81885576";"4.80977856352149";"43.95145420172858";"43.95145420172858";"4.80977856352149"
"22";"Chapelle Sainte-Garde";"Chapelle Sainte-Garde";"PA00081821";"17";"";"Chapelle Sainte-Garde : inscription par arrêté du 23 novembre 1949";"";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081821";"Inscrit";"";"Séminaire Sainte-Garde (ancien)";"";"1998 DK 541";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845329.6735662007";"6318285.958135277";"4.810476286641378";"43.948581258028085";"43.948581258028085";"4.810476286641378"
"23";"Tour dite de la Saunerie";"Tour dite de la Saunerie";"PA00081954";"";"";"Tour dite de la Saunerie ainsi que le vestibule et l'escalier 19e siècle qui y conduit (cad. DK 1009) : inscription par arrêté du 26 août 1988";"25 rue carnot";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081954";"Inscrit";"";"Tour de la Saunerie";"";"1998 DK 1009";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845292.6274379356";"6318381.817411289";"4.8100423074019085";"43.94945137327804";"43.94945137327804";"4.8100423074019085"
"24";"Hôtel de Forbin";"Hôtel de Forbin";"PA00081854";"38";"";"Façade sur la Place de l'hôtel Forbin sis 2 Place de la Préfecture  ainsi que le mur de soutènement du jardin, la salle voûtée, et le grand escalier : inscription par arrêté du 4 octobre 1932";"2 place de la Préfecture";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081854";"Inscrit";"";"Hôtel de Forbin de Sainte-Croix (ancien)";"";"1998 DI 440, 429, 430, 431";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844899.659460861";"6318240.454756442";"4.805108204003728";"43.94826044400296";"43.94826044400296";"4.805108204003728"
"25";"Eglise Saint-Agricol";"Eglise Saint-Agricol";"PA00081831";"3";"";"Eglise Saint-Agricol (y compris le parvis et son escalier d'accès) (cad. DI 363) : classement par arrêté du 11 juin 1980";"Rue Saint-Agricol";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081831";"Classé";"";"Eglise paroissiale Saint-Agricol";"";"1998 DI 363";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844853.8916013328";"6318326.360279705";"4.804562695912613";"43.9490427746681";"43.9490427746681";"4.804562695912613"
"26";"Hôtel de Monery";"Hôtel de Monery";"PA00081863";"";"";"En totalité, l'hôtel de Monery ou de Saint-Priest (cad. DI 388) : classement par arrêté du 29 décembre 1989";"21 - 23 rue Petite-Fusterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081863";"Classé";"";"Hôtel de Monery";"";"1998 DI 388";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844824.5432430771";"6318448.227082542";"4.80423189033597";"43.95014528140508";"43.95014528140508";"4.80423189033597"
"27";"Hôtel des Crochans";"Hôtel des Crochans";"PA00081849";"";"";"";"Rue Mons";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081849";"Inscrit";"";"Hôtel des Crochans";"";"";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845025.5025187627";"6318341.984962378";"4.806704299907385";"43.94914804092929";"43.94914804092929";"4.806704299907385"
"28";"Maison";"Maison";"PA00081930";"";"";"Les façades et les toitures : inscription par arrêté du 21 juin 1927";"8 rue Pente-Rapide-d'Avignon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081930";"Inscrit";"";"Maison 8, rue Pente Rapide";"";"1998 DI 704";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844980.4410067319";"6318624.942006707";"4.8062237458525505";"43.951703165725476";"43.951703165725476";"4.8062237458525505"
"29";"Église Saint-Symphorien-les-Carmes";"Église Saint-Symphorien-les-Carmes";"PA00081825";"7";"";"-Ensemble de l'église des Carmes  : inscription par arrêté du 7 novembre 1932-Façade d'entrée de l'Hôtel de la Croix Blanche sis 33, rue Carreterie : inscription par arrêté du 04 octobre 1932-Partie de l'ancien cloître des Carmes, appartenant à Mme Pastre et comprenant huit travées : classement par décret du 11 décembre 1928-Partie du cloître : quinze travées situées entre l'église Saint-Symphorien et en bordure de la place des Carmes : classement par arrêté du 8 juin 1928";"Place des Carmes";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081825";"Classé";"";"Couvent des Carmes (ancien)";"";"1998 DN 773, 386, 379";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845562.3016949449";"6318531.721149356";"4.813443585627638";"43.95074441860457";"43.95074441860457";"4.813443585627638"
"30";"Maison Casal";"Maison Casal";"PA00081922";"";"";"Tour d'angle : inscription par arrêté du 28 octobre 1949";"6 rue Joseph-Vernet";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081922";"Inscrit";"";"Maison Casals";"";"1998 DI 117";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844799.4076772805";"6318446.356718175";"4.803918326839717";"43.95013362103186";"43.95013362103186";"4.803918326839717"
"31";"Aumône générale";"Aumône générale";"PA00081813";"95";"";"Façades et toitures : inscription par arrêté du 2 mai 1956";"21bis rue des Lices";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081813";"Inscrit";"";"Aumône générale (ancienne)";"";"1998 DL 227";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845299.2670742963";"6317950.10327106";"4.810001733996972";"43.94556575499922";"43.94556575499922";"4.810001733996972"
"32";"Immeuble dit Maison des Chartreux";"Immeuble dit Maison des Chartreux";"PA00081907";"77";"";"Façades et toitures sur rue et sur cour (cad. DI 143) : inscription par arrêté du 14 février 1982";"17 rue du Linas";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081907";"Inscrit";"";"Maison des Chartreux (ancienne)";"";"1998 DI 143";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844761.5137408646";"6318539.534786841";"4.803472914458289";"43.950979761641605";"43.950979761641605";"4.803472914458289"
"33";"Hôtel de Salvador";"Hôtel de Salvador";"PA00081874";"";"";"En totalité, l'hôtel de Salvador (cad. DL 344) : inscription par arrêté du 11 février 1998";"19 rue du Roi-René";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081874";"Inscrit";"";"Hôtel de Salvador";"";"1821 MM 796 ; 1970 DL 344";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845329.2621757315";"6318046.544990899";"4.81040279355231";"43.946427278475625";"43.946427278475625";"4.81040279355231"
"34";"Palais des papes";"Palais des papes";"PA00081941";"";"";"Palais des Papes : classement par liste de 1840";"2 place du Palais";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081941";"Classé";"oui";"Palais des papes (ancien)";"";"1998 DK 152";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845088.7180958877";"6318530.140245005";"4.807545202120746";"43.95082790965136";"43.95082790965136";"4.807545202120746"
"51";"Immeuble";"Immeuble";"PA00081892";"92";"";"La façade, à l'exception de la boutique de l'immeuble du 18e siècle : inscription par arrêté du 28 octobre 1949";"52 rue des Fourbisseurs";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081892";"Inscrit";"";"Maison 52, rue des Fourbisseurs";"";"1998 DL 111";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845101.3568973124";"6318136.427326479";"4.807590340403105";"43.947282958926046";"43.947282958926046";"4.807590340403105"
